NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_NACIONALIDADE;TP_ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
130005703271;2013;13;F;1;1;2004;;1;0;1;;;;;;;;;;;;4303004;CACHOEIRA DO SUL;43;RS;1;1;1;1;171;167;175;179;453.6;525.4;471.7;496;ABDBCABACAAAAABCBCBCBBDBCCDCACBCAEAEBCCDAAACA;BCBCBADBBCBAAADCDAAAAEABBCBACCCBBCBCCAAAAABCC;DDCEBACBBEACBCBBEBACDBBCCECBDBADBADECDDBBDADC;CEEDAAABDABDDAADCEDDCEACCBCDBCDCDACEDEDCCCDEA;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;120;40;80;80;40;360;B;A;C;5;A;B;A;D;B;A;D;A;A;D;A;A;A;D;D;D;A;B;5;5;5;5;5;5;5;B;A;A;B;A;B;A;A;A;A;15;E;0;5;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703272;2013;6;M;1;3;;;;0;2;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DO RIO DE JANEIRO;33;RJ;3304557;RIO DE JANEIRO;33;RJ;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;C;E;E;4;D;B;A;A;A;A;D;A;A;D;D;A;A;D;D;D;A;C;5;5;5;5;5;5;5;F;A;C;F;A;A;A;A;B;A;;;;;;;;;;;;;;;A;D;B;B;B;B;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;D
130005703273;2013;11;F;1;1;2004;;1;0;0;;;;;;;;;;;;4104808;CASCAVEL;41;PR;1;1;1;1;171;167;175;179;434.2;524.9;530.3;574.6;CBDCEACEBDCEAEEDECCDADCBCBDECDEEEDECACCDBAABA;EADDBADDBCDDDABAEABAEEDACDBACDBBBBBEC.CDDAACE;EDECAAEADEAADBBCBBDECCACCEADABADECACCDEDCAEEE;CADCAABACBBDBDBEEAACBDCACACBCCCBEACC*EDDDDDDD;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;160;140;140;180;160;780;B;B;H;5;B;B;A;A;A;D;A;A;A;D;D;C;D;A;A;D;A;A;4;3;5;5;3;5;5;B;A;A;B;A;A;A;A;B;A;16;E;5;5;5;5;5;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703274;2013;9;F;1;1;2009;;1;0;3;;;;;;;;;;;;2304400;FORTALEZA;23;CE;1;1;1;1;171;167;176;180;466.6;493.8;402;406.4;ECDBACCBEDAEECDABEDABCCEABCDBBCABEBEBBBCCBBEB;EAEECBBBBCEACCCDEECAADBDDCBBCDAEEDBACDBBEDCAA;CABDEABCDABCDCCEBBEDAAADAEEDDDBBCBAAAEEDDABCC;BCDABACADEEABCDDDBBAAABCEDABBCCAEADDDECDEBEAC;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;140;140;120;140;80;620;B;C;C;5;A;B;B;A;A;D;D;D;A;A;A;C;D;D;D;D;A;B;5;5;2;5;5;5;5;B;B;A;C;A;A;A;A;A;A;23;E;5;5;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703275;2013;9;F;1;4;;;;0;3;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARANÁ;41;PR;4106902;CURITIBA;41;PR;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;A;E;C;4;C;B;A;D;A;D;D;D;A;D;A;A;D;D;A;D;A;B;5;5;0;5;5;5;5;G;E;A;F;A;A;A;A;B;A;22;D;0;5;5;5;5;B;B;B;B;B;B;B;B;;;;;;;;;;A;B;B;B;B;B;A;B;B;B;B;B;C
130005703276;2013;1;M;1;3;;;;0;1;;;;;;;;;;;;3162807;SAO JOAO EVANGELISTA;31;MG;1;1;1;1;171;167;177;181;362;440.3;484.1;464.1;EEACEBCDECADECEDEABCBCDCAEDBDDEACEEBAAEBDDBEC;CBDBCADCDCADBBDDEADADEDDDCBAEDCBBDDCCECCDDCDD;CEBABDAECDBCECAEECCCBDCDAABBBBDBEBCEBEEDAEDDB;CDACBEEDBBCBEDDBEADABCDDCDBACADDBDADBBEEDDCBA;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;80;80;40;40;0;240;C;E;B;3;A;B;A;D;A;D;D;D;A;D;D;A;D;D;D;D;A;C;5;5;0;5;5;5;5;A;A;A;G;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703277;2013;9;M;1;1;2010;;1;0;3;;;;;;;;;;;;3131703;ITABIRA;31;MG;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;D;D;D;4;A;B;A;A;A;A;A;A;A;D;D;C;A;A;D;D;A;B;5;2;2;3;2;3;3;B;B;A;D;B;A;A;A;A;A;16;D;4;5;5;5;5;A;B;B;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703278;2013;8;F;1;1;2012;;1;0;2;;;;;;;;;;;;2211001;TERESINA;22;PI;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;A;B;D;5;A;A;A;A;A;D;D;D;A;A;D;A;D;D;D;D;A;A;3;5;1;5;4;5;1;D;A;A;B;A;A;A;A;B;B;16;E;4;0;4;4;1;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703279;2013;2;M;1;2;;2;1;0;3;2607901;JABOATAO DOS GUARARAPES;26;PE;4;1;1;;;;;2607901;JABOATAO DOS GUARARAPES;26;PE;1;1;1;1;174;170;176;180;508.2;522.6;489.3;493.8;ABADEABABABADDBCEBCCDDDEAEAEBACBAACCAECDDECAC;CBDCBCDCBEACBBCCBECADBAACCEADEDEBBACEBEBCACCA;DBBDBACACEBECEEABACBCEABCBACDABDACEADABEDBCAE;CBABAECBBDECBADCDECDCBBDBBCDECDBCDBCDEDBCDABC;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;100;80;100;120;100;500;C;F;K;4;B;B;A;A;A;B;B;A;A;A;A;C;A;D;D;A;C;C;5;4;4;5;4;5;5;A;A;C;A;A;C;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703280;2013;4;F;1;1;2011;;1;0;3;;;;;;;;;;;;2304400;FORTALEZA;23;CE;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;D;C;D;4;E;B;A;A;A;D;D;A;A;D;D;A;D;D;D;D;A;A;3;2;2;2;5;5;4;B;A;A;B;A;A;A;A;A;A;19;D;5;0;5;5;5;B;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703281;2013;4;M;1;1;2011;;1;0;1;;;;;;;;;;;;4309605;HORIZONTINA;43;RS;1;1;1;1;172;168;178;182;475.5;458.4;405.2;640.7;DAAEBECDEECEEBDCAECBABCAEBECCADDDACACBAEADEAA;AEDBADBADACCADCACABBDEAECCCDBBADACBCEDCCCDBCE;DCDBBAACCEEDEBEADABADCECCBDCBAABCCCCCCCCCCCCC;CEDEECCEDCCAEBDBEDACADCCCCDBCCCCBDBDCCCBD.*CA;0;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;120;120;120;120;120;600;C;H;D;4;A;A;B;A;A;A;A;A;A;A;D;A;A;D;D;D;B;A;5;2;2;3;5;4;4;B;A;A;B;A;C;B;A;A;A;16;E;2;0;4;3;5;A;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703282;2013;12;M;1;1;2004;;1;0;3;;;;;;;;;;;;2408102;NATAL;24;RN;1;1;1;1;171;167;175;179;484.7;602.7;584.4;641.4;EADBACEBAAACCBBBCCDEDCCCCCCCCCCCCCCCCCCCCCCCC;EACAACEBCCBAECDECABADDCBAABAEBCDBCBDCACADACAC;BABCCACEAEACDABEECBDCCDEAEABCCEDEDABDDABCEDBE;BABCACBCDBBDBDDECBDBDDDCDDDBDBABDDDDDDBDEDDDB;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;160;140;160;160;160;780;B;B;H;4;A;B;B;A;A;A;D;A;A;D;A;C;A;A;D;D;B;A;5;0;0;4;0;0;0;C;A;A;B;A;A;B;B;B;B;18;D;5;0;5;4;3;B;B;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703283;2013;7;F;1;1;2008;;1;0;1;;;;;;;;;;;;5107875;SAPEZAL;51;MT;1;1;1;1;173;169;177;181;446.5;576.5;578.9;480.3;CEBDEABCCECBBAEEABABDDABECDABBDCBCACBEBEEBACB;DDEABEEDABCCCEBBEDEDBECAEBBABBBBCCECCABCACCAA;BCBBBAEDBCECEDDEEACABACCBCEDBBADBCCECDBEABBBE;BCACCACCBCCCCCCBCBBBCEEBBCDBBAECBCCCBBCCBCBCA;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;120;120;120;120;600;C;B;G;4;C;B;B;A;D;A;A;A;A;D;D;A;A;A;D;D;B;A;1;1;1;5;5;5;5;B;A;A;B;A;A;B;A;B;A;18;E;4;3;5;5;5;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703284;2013;12;F;1;1;2004;;4;1;1;;;;;;;;;;;;4314100;PASSO FUNDO;43;RS;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;C;4;D;B;A;A;A;D;A;A;A;A;D;A;A;A;D;A;A;A;4;5;3;3;4;5;1;C;A;B;B;A;B;A;B;B;B;17;E;0;5;4;5;5;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703285;2013;11;F;1;1;2010;;1;1;3;;;;;;;;;;;;2303709;CAUCAIA;23;CE;1;1;1;1;173;169;175;179;408.2;517.5;480.6;385.4;BDCADCDACAEBEEACDAADACDCEBBACBCADDEDBEDEBBDCD;DDABECEDEDDCCEDDEEEDCDCBCCBDEDBCECCACCCCACAAE;ADEACCCEEAAEEDDEEECABCEEBDBCEDCDDEECBEADBEDDE;BDBABCEDACDACBEAEADACDBEDACDCABCCBAECEEDADDCE;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;20;80;100;80;0;280;B;C;D;4;A;B;B;A;D;B;A;A;A;A;D;B;A;D;D;D;B;B;5;5;0;5;5;5;5;B;A;A;D;C;A;A;B;B;A;18;B;5;5;5;5;5;B;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703286;2013;6;F;1;1;2011;;1;0;3;;;;;;;;;;;;1501303;BARCARENA;15;PA;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;B;7;A;B;A;A;D;D;A;A;A;D;D;C;A;D;D;D;A;A;3;5;2;5;3;5;5;B;A;A;C;B;A;A;A;B;A;20;E;4;0;5;5;5;A;A;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703287;2013;1;M;1;3;;;;0;1;;;;;;;;;;;;3515509;FERNANDOPOLIS;35;SP;1;1;1;1;172;168;176;180;438.7;407.3;511.9;529.8;EACBDDAEDBBEADBCCECCCBCBEAECCABECEBDCBDBEBEAB;DCBBCBBBDCCCACCDAACCBEAEDEBBCBADEACDCBCDAEDDE;ABCECEDACADBEEDECDDBDDBDADBBEECBEDCBEABEDAECE;CAACEDCDC.BDEEABCDBDCDBBBDCDBCACECADBEDCBACCA;0;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;140;120;140;40;560;G;G;G;5;A;B;B;A;D;B;B;A;A;A;A;C;A;A;D;A;B;C;2;2;0;5;1;5;5;B;A;C;F;A;C;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703288;2013;6;F;1;1;2009;;1;0;1;;;;;;;;;;;;3104205;ARCOS;31;MG;1;1;0;0;172;168;175;179;502.7;566;;;DACDECCDBEADDBDAAEDAABABDDDCBACCEDEAEACBDECBB;BEDBEDBEBBACCDDEAABBCBBADEEDBCEDDCBDDDDBEEBAC;.............................................;.............................................;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;;;6;0;0;0;0;0;0;E;C;C;8;A;B;A;D;A;A;D;A;A;D;D;C;A;D;D;D;A;B;5;5;5;5;0;5;5;A;A;A;B;A;A;A;A;B;A;16;C;5;0;5;5;1;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703289;2013;2;M;1;2;;1;1;0;1;3550308;SAO PAULO;35;SP;2;1;1;;;;;3550308;SAO PAULO;35;SP;1;1;1;1;171;167;178;182;541.2;604.7;553.2;546.2;CCEACCEBCEAECEEDDCCCDCCDCDACCBEBEEBDAABEBAABB;ECEEACDBECABEABCDABAADEEDCDBEDCDEEBBCCCADACCC;CCBCAAEACACCCCEEBABBDDDEAEACAACAACDBAAEBCEBAE;CADBEBEDECCAADDDDDEDDCCACBEADBACDDBBBBABEADDA;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;120;120;100;120;0;460;C;D;L;4;A;B;B;A;A;B;D;A;A;D;A;A;A;B;D;D;A;B;2;4;0;4;4;4;4;B;A;A;B;A;A;A;B;B;A;15;C;2;0;3;3;4;B;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703290;2013;13;M;1;1;2004;;1;1;3;;;;;;;;;;;;2304400;FORTALEZA;23;CE;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;F;4;B;B;A;A;D;D;D;A;A;D;D;A;D;A;D;D;A;A;4;4;4;5;5;5;5;B;A;C;B;A;A;A;A;B;A;17;E;5;5;5;5;5;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703291;2013;2;M;1;2;;1;1;0;3;3108602;BRASILIA DE MINAS;31;MG;2;1;1;;;;;3108602;BRASILIA DE MINAS;31;MG;1;1;1;1;171;167;177;181;469.4;552.6;554.5;590.4;AAEECBEDEEAAECEBBDAEBCCDCBBDAACDEAEDDCCBEEACA;BAEBDCABBCBAEAADEBEBCCBDABAAACB.BCBDDCCBEBCEC;BBCCEACEBBCCEAEEEACCCEECBABDCBE.BBCEBDAEACCBB;CCDDABEECABACBCEDCECDDBEBDBBCCCBEECEABACDCACE;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;100;120;100;100;540;C;C;G;5;A;B;A;A;B;A;A;A;A;D;D;C;A;D;D;D;A;B;4;5;0;5;2;5;5;B;A;A;F;A;A;A;A;A;A;15;C;2;5;5;5;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703292;2013;4;M;1;1;2012;;1;0;1;;;;;;;;;;;;3303203;NILOPOLIS;33;RJ;1;1;1;1;171;167;176;180;381.1;372.8;397.1;577.3;DBBADDAECBBDCEABBEBEADADBEBEDDECBDAECBBDCADCE;BDABDCABCECAECEDBACBBEEDBBDCEACCABDAABDCECBAB;DCADECBBDDCBECBEBBBEDBBDCCABDABEDBCEBACBACBDD;CADEACBCDBBCCDECBACBCBECDCBAABAACDBBAAECADDAC;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;80;80;80;80;40;360;E;E;D;5;A;B;B;A;A;A;D;A;A;A;B;A;A;B;A;D;A;A;5;5;0;5;5;5;2;A;A;A;B;A;A;A;A;A;A;17;D;5;5;5;5;5;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703293;2013;8;F;1;1;2007;;1;0;3;;;;;;;;;;;;3154606;RIBEIRAO DAS NEVES;31;MG;1;1;1;1;172;168;175;179;459.1;418.8;436.1;479.9;ACDBCBADEDBEABEBADEEDEDACCDACADCCDEAEDDABEBDA;DCCAECBDEACBEACCBAEBAEEBEAEADBBCDBBABEEAACBEA;CBBAEECAAADDABDEACAECDADCADBABBCBEEEEDCDBEADE;BADCADCBEADDDBADCEEADBEDBCADAEDCCBCAEBBBDEBCD;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;100;100;80;80;60;420;B;D;C;4;A;B;B;A;A;A;A;A;A;D;A;B;A;D;A;D;A;A;5;5;5;5;5;5;5;B;A;A;B;A;A;A;A;A;A;18;D;5;4;4;4;5;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703294;2013;14;M;1;4;;;;1;1;;;;;;;;1;INSTITUTO FEDERAL DO PARANÁ - CAMPUS CURITIBA 1;41;PR;4106902;CURITIBA;41;PR;1;1;1;1;174;170;176;180;609.1;650.2;580.2;343.8;DEAACBACAEBADCCBEBDADABDADCACDCAACCBACBCEBDBB;ADECEBABDEACDCBCCDEBEAABCCBAEDCBBDACEDEDBACAD;ABCEBAEAAEBABECDBADBBCAACDEDCEBCECCEEACCBEEDE;DECCAABCADCDCBDCEBBCDDBDCBEBBDCDBEBBCCBDBBCAE;0;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;160;140;120;120;660;A;A;C;3;B;B;B;A;A;D;A;A;D;A;D;A;D;D;A;D;A;A;1;5;5;5;1;5;5;B;A;A;F;E;A;A;A;A;A;15;E;0;5;1;5;5;A;B;B;B;B;B;B;B;;;;;;;;;;B;B;B;B;A;B;A;A;A;B;A;A;D
130005703295;2013;1;M;1;3;;;;0;1;;;;;;;;;;;;2507507;JOAO PESSOA;25;PB;1;1;1;1;171;167;178;182;609;592;545.7;650;CBEBABDBDBCAABDDDCCDCEDBCDADECABCBBACDBBCDABA;BAABAEAB.CBAEADECABADDDBDCBADEBCBBADECCDEACBA;CCCCAEAACCCAECEBCABBDBBEACEBDCAADCBDAADCBDACB;ADDCBBCEDCCACBDDAECCCCDEABBCCADDBBCBDCCDCACBB;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;120;80;80;80;80;440;H;G;H;3;A;B;B;A;B;B;A;A;A;D;A;C;C;B;D;D;B;C;5;5;0;5;0;0;0;A;A;C;F;A;C;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703296;2013;13;F;1;1;2004;;1;1;3;;;;;;;;;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;172;168;176;180;396.7;511.8;492.4;495.7;BAEDDECACECBDDBABEEBCCBEDDBABADEDDECEBDBEEBDC;CADBEBBDEDAACBAEBAECCEBBDECDBDEEDABAEEBADEBCC;ECCCEEAACDBACCCABBEBCEEABEECBEEBBBEEEABEDECCE;CBABBABBBABB*DADCCBBCBDEDDCDDAECBCCDDECBACEAC;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;100;100;120;40;480;A;I;F;3;C;B;B;D;A;A;D;A;A;D;A;A;A;A;D;D;A;B;5;5;0;5;0;5;3;C;A;C;B;A;C;A;A;B;A;19;A;0;5;5;5;5;A;A;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703297;2013;2;F;1;2;;2;1;0;2;2504009;CAMPINA GRANDE;25;PB;4;1;1;;;;;2504009;CAMPINA GRANDE;25;PB;1;1;1;1;171;167;175;179;519.9;480.4;463.9;339.3;BBDCACCBADAEBCBDDCBDBDDDCBDBBABDCEBAAECBDAADB;ABDBABBBDCEAEBBACDBABEADDCBDDBBAADCACBDDBDCDE;DABCEECABDDADCBCDDBBDAAEAECACBCEAEAEBDADEBECB;BCABBEDACEBABBECDACDCDCBDCDECCABBEDECBEADCBAB;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;120;60;80;100;100;460;D;D;C;4;C;B;A;A;D;A;A;A;A;D;D;C;A;D;D;D;C;C;4;0;0;5;5;5;5;F;A;C;B;A;C;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703298;2013;10;F;1;2;;1;1;1;2;2800308;ARACAJU;28;SE;2;1;1;0;;;;2800308;ARACAJU;28;SE;1;1;1;1;174;170;175;179;474.4;356.1;375.1;377.1;ABABEDBAEEBDBACDAECDCEACBCEADBCDEBABECCEABDAB;DECBDECAECABCACBAAEBADECAEECE*EECABECDABACBEA;AEDCAECADBBEACBDBDACCAEBEBBADEEBDCDBDEABDAECD;CBBAABCDAEDEABDDDECCBAADECDBADEABDBBECAEDDABC;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;120;80;80;120;120;520;A;A;C;7;A;A;A;A;A;D;D;D;A;D;D;C;D;D;D;D;A;B;5;5;0;5;1;5;5;F;E;A;F;D;A;A;A;B;A;13;E;5;5;5;5;5;A;B;B;B;B;B;B;;;;;;;A;;;B;;B;A;B;B;B;A;A;A;B;B;B;
