NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_NACIONALIDADE;TP_ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
130005702896;2013;4;F;1;3;;;;1;3;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DO ESPIRITO SANTO;32;ES;3200102;AFONSO CLAUDIO;32;ES;1;1;1;1;173;169;176;180;338.3;385.8;379.2;402.5;EDBBCABEDDACCADDCCACEEEEDBBAABDDEAEBDDEEEDDDE;EDBAEEEABDDDDABACECCDCADDABEEDAECDACBEDACDCAE;B*DCDEAADBBEACBDBBBAEEEABDDCEECAEADACCBACDCCA;BACEAAAEBCDDCECCAAADCABCDACDDABCCCCCBDBBECCAD;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;80;80;120;0;400;I;I;B;3;D;B;A;A;D;D;D;D;A;D;D;B;D;D;D;D;A;A;5;5;1;4;3;5;3;B;A;A;F;B;A;A;A;B;B;18;D;0;5;1;5;3;B;B;B;B;A;B;B;A;A;B;B;B;B;A;B;B;B;A;B;B;A;B;B;B;A;B;B;B;B;C
130005702897;2013;6;F;1;1;2010;;1;0;1;;;;;;;;;;;;3507605;BRAGANCA PAULISTA;35;SP;1;1;1;1;171;167;176;180;436.9;504.6;523.9;442.8;CECDEEEBCCCDBDAADECDCCABCCDAEBCDCECDDECEBDDCD;EEABCEACDCDAEACBECDBADACBCBACDEBBEBABABACDBBE;CBBCEDEACEBACDCBBBDACCABCAECEADBDBCDEAECECCDE;CEDBADCDDBCBBCEACBCCDBDECBCAEACDBDBACBBBBCECB;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;100;100;100;100;60;460;B;B;E;3;A;A;A;A;D;A;A;A;A;D;D;B;A;D;A;D;A;B;5;5;5;5;5;5;3;A;A;A;B;A;A;A;A;B;B;17;D;3;0;4;5;5;A;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702898;2013;1;F;1;3;;;;0;2;;;;;;;;;;;;3151800;POCOS DE CALDAS;31;MG;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;C;C;C;3;C;B;A;A;A;D;D;D;A;D;D;B;D;D;D;D;A;C;5;5;0;5;5;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005702899;2013;6;F;1;1;2012;;1;0;2;;;;;;;;;;;;2402204;CANGUARETAMA;24;RN;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;C;E;B;9;A;B;A;A;A;D;D;D;A;D;D;C;D;D;D;D;A;A;5;1;5;5;0;5;5;C;A;A;C;A;A;A;A;B;A;18;E;5;5;5;5;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702900;2013;4;F;1;1;2012;;1;0;2;;;;;;;;;;;;3518404;GUARATINGUETA;35;SP;1;1;1;1;173;169;177;181;389.2;591;546.3;383.4;EEDBBDCBBADDBEBCACDCDBBABCDECDCADBDDBADCBCDBC;BDEAEADADCBCCBADAAEEEDDBBEBDEACEACBDCEBBDCCCE;BBCCEACDBCEEEBDEAACABCDCAEABCCCDCCCECECEAEEBE;BCBDCDDAEDCCABDDCBEAABDCCDBBDBDBBABABCCDBEBDE;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;80;120;120;120;560;E;E;C;2;C;B;A;A;A;A;A;A;A;D;D;B;A;D;D;D;A;A;5;5;5;5;5;5;5;C;A;A;B;A;A;A;A;A;A;15;D;5;0;5;5;5;A;A;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005702901;2013;4;F;1;2;;1;4;0;2;3205309;VITORIA;32;ES;2;1;1;0;;;;3205309;VITORIA;32;ES;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;C;E;D;4;D;B;C;B;B;A;A;A;B;A;A;A;A;D;A;D;A;C;5;5;1;5;5;5;5;B;A;A;F;B;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005702902;2013;5;F;1;1;2011;;1;0;1;;;;;;;;;;;;2111300;SAO LUIS;21;MA;1;1;1;1;174;170;178;182;390.2;388;404;414.8;ABEBEBDBDCEDBBCAECDBEADBBCABDDEDADDEEECBDDDCB;DBBDADCAAEBBCBDACDABCACBEEBEDADEEEBDCBECACDAA;BEDCBDCCECCBCBECBCBAECCAABCABDCECEEBACDCEABDC;CEDAEBCDBCBBECBDDBAECBCECBDEBEDEACBCBDBCAEBBD;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;160;120;120;120;80;600;E;E;B;3;A;B;A;D;D;D;D;D;A;D;A;B;D;D;D;D;A;B;5;5;5;5;5;5;5;B;A;A;B;A;A;A;A;A;A;16;D;5;5;5;5;5;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702903;2013;6;M;1;1;2010;;1;0;1;;;;;;;;;;;;3152105;PONTE NOVA;31;MG;1;1;1;1;172;168;176;180;498.4;610.2;582.7;495.6;DAEBADCCCAAEBBBBAEBBBBDACBBCDADAADECBDABCAABD;BEDBCBBDABCCAEAEDBBBCDAEDEEACBCDEACDCDBBCEBAC;CEAABCEACEBCBCDEBADDECEACABBDDBBEECEEACEBBECE;CABECACABBBBADEBCBBDCACBDEDDEABACACABCACCDBAA;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;100;120;80;100;60;460;E;E;D;4;A;B;B;A;D;B;A;A;A;A;D;C;B;D;D;D;B;A;5;1;1;0;3;5;0;B;A;A;B;A;A;A;A;B;B;16;E;1;0;5;5;2;B;B;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005702904;2013;2;F;1;2;;1;1;0;3;4202107;BARRA VELHA;42;SC;2;1;1;;;;;4208203;ITAJAI;42;SC;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;E;C;6;C;B;A;D;D;A;D;D;A;D;A;A;A;A;D;D;A;C;5;4;4;5;2;5;4;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005702905;2013;3;M;1;1;2012;;1;0;2;;;;;;;;;;;;2606804;IGARASSU;26;PE;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;E;B;5;A;B;A;A;A;D;D;D;A;D;D;A;D;D;D;D;A;B;5;5;5;5;5;5;5;B;A;A;B;A;A;A;A;A;A;17;B;5;5;5;5;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702906;2013;13;F;1;1;2004;;1;1;3;;;;;;;;;;;;1302603;MANAUS;13;AM;1;1;1;1;172;168;176;180;485;542.4;537.9;600.6;DEEDBDACBEECDCEBEDBEBBACCEDCAABBEBAEBDACBEDAB;CECCBABACABDADADAABBCBEEAEBBDCBEDACDCBBAAEBCC;DBDBCAEAEBCABCBBBADECCAEADECCEEBEBCEEACADEEDE;CACCADCBCEABCDEBCCBBEDBBDDBCDEDBCBCDABCBECBCC;0;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;160;140;120;120;120;660;B;B;F;5;E;B;A;A;A;A;A;A;A;D;A;A;A;D;D;D;A;A;5;5;5;5;0;5;0;C;A;B;C;E;A;A;A;B;B;18;D;4;5;2;5;0;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005702907;2013;6;M;1;1;2010;;1;0;2;;;;;;;;;;;;2704302;MACEIO;27;AL;1;1;1;1;171;167;175;179;561.2;577.9;460.6;558;BCEAECEBADCECBBABECBBCBECDCBDDEABCBACACBDEDCA;BABBAADCBCDDEEADCCBBEBCACDBAEECBBBDACABAAACBA;BBBBBAEAAEACACBACDBCEC*BECDBBADACEADACEDBA*CD;BCACAABBDDCEBDAABCDECCCCCCCCCCCBBDBEAECADCBEA;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;100;80;80;80;80;420;B;C;B;4;C;B;A;A;A;D;D;D;A;D;D;C;B;D;D;D;A;A;2;5;5;5;4;5;5;B;A;A;B;A;A;A;A;B;A;20;B;5;4;5;5;5;B;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702908;2013;1;M;1;3;;;;0;1;;;;;;;;;;;;3509502;CAMPINAS;35;SP;1;1;1;1;172;168;175;179;632.7;655.4;592.8;807.8;AECABCCDBEBEDABCAABDABEACBECDDCABCDAABABCDBDB;CADECEBEAACCCCAEACDBDBABDABACBAEECCDCEBAADBAC;CCABCADBAEACDEBDEBAECCECCEDDCBEEBECCCCCBBACEE;.DBCAAECAABBBDBECDDAEBACCDABBDAABDCBCCCBBECBA;0;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;160;140;140;160;40;640;G;G;E;3;C;B;C;B;D;A;A;A;A;D;A;C;A;D;D;D;A;C;5;0;0;5;2;5;3;C;A;D;F;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005702909;2013;9;F;1;1;2006;;1;0;3;;;;;;;;;;;;5107602;RONDONOPOLIS;51;MT;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;B;B;B;2;A;B;A;A;A;D;D;A;A;D;B;D;D;D;D;D;A;B;5;0;5;4;4;3;2;E;A;A;A;B;A;A;A;A;A;20;E;5;3;5;5;4;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702910;2013;17;M;1;1;2012;;1;2;1;;;;;;;;;;;;4106902;CURITIBA;41;PR;1;1;1;1;173;169;177;181;481.8;558.2;444.2;593.5;AEBCDABEDDEEDDEDADCAEEABDEEEEBACEBCCCDBABACAE;AAAABECAABBBBADBAAEEAEECDEDCAEDADEBACACCAECAB;CEDBCDDCDBEBECDEEAEABADDDBEECBBCBEBABBACEDDBE;EDDCCCECCABCAAADDDDCDBBADDBBBDDCCDEADBBECCCDB;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;100;40;40;60;20;260;B;C;C;1;D;B;A;A;A;A;D;A;A;D;D;A;D;D;A;D;A;A;4;4;1;1;5;1;1;A;A;A;E;E;B;A;A;A;A;14;D;0;0;3;4;5;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702911;2013;1;M;1;3;;;;0;2;;;;;;;;;;;;2407104;MACAIBA;24;RN;1;1;1;1;174;170;178;182;412.2;403;497.4;328.8;DDDCEABACEEDDCDCEEDCDBDDDDDDDDDDDDCDDDBBCBBBD;ADBAEDCEAEBDDDDCDDADEEACABEADBDDDBADCDDCABBDD;CDEBDCECCDBCADEBCCBDCBCAACEBEACCAEDEBEECBECDA;BABBBBBBCBBBACBBBEBBBBBDDDDDD*DDDDDADDDBDDDDD;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;120;120;120;120;40;520;E;I;C;4;A;B;A;D;A;A;A;A;A;D;D;C;A;D;D;D;A;C;5;0;5;3;5;5;4;C;A;A;F;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005702912;2013;2;M;1;3;;;;0;1;;;;;;;;;;;;2504009;CAMPINA GRANDE;25;PB;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;B;B;C;3;C;B;A;D;D;D;D;D;A;D;A;D;D;D;D;D;A;C;5;5;0;5;4;5;5;B;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005702913;2013;11;F;1;1;2008;;2;0;1;;;;;;;;;;;;5008305;TRES LAGOAS;50;MS;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;E;E;5;C;B;B;A;A;A;A;A;A;D;A;B;A;D;D;D;A;A;4;2;5;5;0;5;0;F;C;B;D;C;A;A;A;B;A;17;E;5;5;4;4;5;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702914;2013;6;M;1;4;;;;0;3;;;;;;;;1;INSTITUTO FEDERAL DO CEARÁ - CAMPUS FORTALEZA;23;CE;2304400;FORTALEZA;23;CE;1;1;1;1;171;167;175;179;548.2;648.7;400.3;490.1;DDDAABBBCDABDDCEAAADECCDCBBCEBBDEEBBAABBECACA;EBEBABDBBCCDDAEEEBBABDDECBBAEACABCEDCACADACCA;DCABBEECBBADBDBAEDBCCCEAADBBEAA.DDECBBEACCBAE;CEACABEDCACBDEBAACEBCDAAAECEBDABBDEACCCEDBCBC;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;160;120;120;160;80;640;E;E;C;3;A;B;B;A;D;D;D;A;A;D;D;B;D;D;D;D;A;B;4;5;0;5;4;4;2;B;A;D;F;D;A;A;A;B;A;17;E;5;0;4;4;4;A;A;B;A;B;B;B;B;;;;;;;;;;A;B;B;B;B;B;B;B;B;B;B;B;G
130005702915;2013;9;F;1;1;2009;;1;0;3;;;;;;;;;;;;1302603;MANAUS;13;AM;1;1;0;0;173;169;175;179;389.7;496.7;;;CEDADBCEBCECDCEEADBCCBDADBDADDCADCDEACEDAECDC;AAECBAAEADACBABDAACDBCCAEBBCEAABCECDCACBEEAAE;.............................................;.............................................;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;;;6;0;0;0;0;0;0;H;C;C;3;C;B;A;D;D;A;D;A;A;D;A;B;A;D;D;D;A;A;5;5;5;5;5;5;5;B;A;A;C;A;A;A;A;A;A;19;D;5;5;5;5;5;B;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005702916;2013;11;M;1;1;2005;;1;0;1;;;;;;;;;;;;3541604;PROMISSAO;35;SP;1;1;1;1;172;168;176;180;484;529.9;493.2;458.7;AACCBDCBBDBEBCDECDBACCBCBDECDBBCBACACDDCCABEA;BECABDBBDABCCACAAADCCEADEABDCBADDADACEBACCBDC;ABBBCAEAAAAADABBBBDBECEAADBCBADDEBCEEABAEEEAA;DAECEDABCEEDBBACDDACCDACBACADACDBEDBCDECDBEBD;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;120;120;120;100;580;B;E;E;4;A;B;A;A;A;A;A;A;A;D;A;B;A;D;D;D;A;A;5;5;5;5;5;5;5;B;A;A;B;A;A;A;A;B;A;14;D;5;5;5;5;5;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702917;2013;5;M;1;1;2010;;1;0;1;;;;;;;;;;;;3525706;JOSE BONIFACIO;35;SP;1;1;1;1;174;170;177;181;549.7;641.9;575.2;590.5;DDDEEBBDBEDBABCBEBBBABEECBAACEEAADCCCDCBDCCCB;DBCEEBAABBDCBCBCCDEAEADDCAEAEDCEBBACADECBCCAE;CCABBADAEBECEDBEAAADBCACAEBBBBADBCAECBEEAABBD;BEBEACBCCACCDABABCDEDCBBBBBBCDCCCBBDABBCDEEDC;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;160;140;140;160;120;720;B;C;F;4;A;B;B;B;A;A;A;A;A;A;D;C;A;D;D;D;A;C;3;5;0;5;2;2;0;C;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005702918;2013;5;F;1;1;2011;;1;0;2;;;;;;;;;;;;2112803;VIANA;21;MA;1;1;1;1;172;168;176;180;479.9;506.6;577.8;546.5;AAACECECAEBAACDDCABBCCCBEBDCBADDCACBBBCEAADDA;EECCDBBBCBBCCBAEADDDCEEEADBDDBBABCBCCEBDBCBAC;CDDDBADACDCCDDDEBDDDDCAACEEDDAAAECDBEACDBECCE;CAACCDCDBEBDCCEBCCBABACEDCBAEADCDEEBBCADCCDCC;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;160;120;120;120;80;600;C;C;B;6;A;B;A;A;D;D;D;D;A;D;D;B;D;D;D;D;A;B;4;5;0;5;5;5;3;B;A;A;B;A;A;A;A;B;B;17;D;5;0;5;5;0;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702919;2013;4;M;1;1;2012;;1;0;1;;;;;;;;;;;;1100023;ARIQUEMES;11;RO;1;1;1;1;171;167;176;180;507;487.3;409.4;557.7;EDDBEBEBBCACACBADBBBCEBCCBCADCCBAADEAEBBDCABB;CDBEBEEEBEAAEADCEECAAABEBBCBEBBCBDCCCACACACEE;BCCCCADDAECAEDBBBCABBDCDACECDBCEBADBBAEDCBAEA;CCACDDABBDABDCDDDADBCBBCCECDADCDBADBDEBACEDBC;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;100;60;60;60;60;340;E;C;H;3;A;B;A;D;D;A;A;A;A;D;A;A;A;D;D;D;A;A;4;4;4;4;4;4;4;C;A;B;B;A;A;A;A;A;A;19;D;0;0;5;5;0;A;B;B;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
130005702920;2013;11;F;1;1;2006;;1;0;3;;;;;;;;;;;;3200607;ARACRUZ;32;ES;1;1;1;1;171;167;175;179;440.8;518.9;512.3;503.9;DEDCECBBEDADCCCCABCDACEBCBCDECECBDEAAEDCEDACB;EADACAACBCDAEEDAEAEABDCBDDBDCBEDBECACCCACDBEE;BCACBCEBEAAAACBBEBADDBECAEDBCBCBEEAECEABBEABE;BEECDCDBEDDDDDEACEDCCDEDCBCCCCDCDCCBBDDEABBDD;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;120;80;60;80;60;400;B;B;B;2;A;B;A;A;A;D;D;D;A;D;D;A;D;D;D;D;A;A;5;5;0;5;5;5;5;A;A;A;B;A;A;A;A;B;A;16;E;5;5;5;5;0;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702921;2013;15;M;1;1;2004;;1;0;2;;;;;;;;;;;;3545209;SALTO;35;SP;1;1;1;1;173;169;177;181;526.5;481.5;372;394.3;CECCCABBEAAABBAAAECCDCBAECDABEAAAADDDDEEBAAAB;BBECBBAEABBBDBBDCAEABEBADEBDEBBBDBBAAACBCAECC;BDBCACBEBBBCECDBBBDABACBEAAAAAACCBCDCACCCBBAD;BBDBAEABCDCCEAACBAAAAAAAEBACBDBAACBEAAAAAAAAA;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;80;80;100;120;60;440;A;A;B;4;A;B;A;D;D;D;D;A;A;D;D;A;D;D;D;D;A;A;5;5;5;5;5;5;5;D;A;A;B;A;A;A;A;A;A;18;D;5;5;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702922;2013;16;M;1;1;2004;;1;1;1;;;;;;;;;;;;4318002;SAO BORJA;43;RS;1;1;1;1;172;168;177;181;508.7;480.9;467;446;DBDAAECDBACABEACDCADACABCDECEABACDCEBACADEBAB;DEDAEDEADADAABDEBDCBCEAADDEADCECDADDCDEBAAABB;CBCBBABEABECEECAEACADAEBADBBCBEDBCABCDEABEDAC;ADBCEBAEDBABCEACABDECDEACDADCBABDEABCBDABCDEC;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;60;80;80;80;0;300;B;B;B;2;C;B;A;A;B;B;A;A;A;A;A;D;D;D;A;D;A;A;2;2;3;2;2;2;2;B;A;A;A;A;A;A;A;B;A;17;A;0;5;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005702923;2013;5;F;1;4;;;;0;3;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DO AMAZONAS;13;AM;1302603;MANAUS;13;AM;1;1;1;1;171;167;176;180;418.9;483.6;358.1;397.8;BCECDAEAEDCCEDCCCEECECDDCCBEEBDAABAEDCEDCBDCC;ADEECEBDACEAEBBEBABAAEEEBEBCBBEABCBECADAEDCBC;BDEACCCBDABACCCDAEBCBAEDCEEABBDDACDEEDCBCEBAE;BACECBDCBECBEDACEECEDAACDBDCEEECCDABCEBDDDECE;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;100;120;120;120;80;540;C;E;D;4;C;B;A;A;D;D;D;A;A;D;D;C;D;D;D;D;A;C;3;5;3;5;5;5;5;C;A;A;F;B;A;A;A;A;A;;;;;;;;;;;;;;;A;F;B;B;B;B;B;B;A;B;A;B;B;A;B;B;B;B;B;B;B;B;D
