NU_INSCRICAO;TP_RESPOSTA;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025A;Q025B;Q025C;Q025D;Q025E;Q025F;Q026A;Q026B;Q026C;Q026D;Q026E;Q026F;Q026G;Q026H;Q027;Q028A;Q028B;Q028C;Q028D;Q028E;Q028F;Q028G;Q028H;Q028I;Q028J;Q028K;Q028L;Q028M;Q028N;Q028O;Q028P;Q028Q;Q028R;Q029;Q030A;Q030B;Q030C;Q030D;Q030E;Q030F;Q030G;Q031;Q032A;Q032B;Q032C;Q032D;Q032E;Q032F;Q032G;Q033A;Q033B;Q033C;Q033D;Q033E;Q033F;Q033G;Q033H;Q033I;Q033J;Q034
210054478887;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478888;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478889;1;D;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478890;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478891;1;A;A;E;E;C;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;B;A;A;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054478893;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478894;1;A;A;B;C;C;C;C;C;B;B;B;B;C;C;B;C;B;B;B;B;A;B;B;B;B;A;A;B;B;B;A;B;B;A;B;B;B;B;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054478900;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478902;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478904;1;D;;E;E;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478909;1;D;;E;F;A;A;B;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;A;A;B;B;B;B;A;B;B;B;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;A
210054478910;1;D;;D;A;B;B;B;B;B;C;B;B;B;B;B;B;B;C;C;B;B;B;B;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B
210054478911;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478915;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478917;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478921;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478922;1;A;A;B;C;D;D;D;D;C;C;C;D;C;D;D;D;D;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478923;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478924;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478927;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478928;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478934;1;D;;E;F;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;B;B;B;B;A;B;B;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478936;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478939;1;D;;D;E;A;C;C;C;A;A;C;A;B;A;A;A;B;A;B;A;A;A;B;A;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054478940;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478945;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478946;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478948;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478950;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478952;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478954;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478955;1;D;;E;F;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054478959;1;D;;E;E;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;A;B;B;B;A;B;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054478964;1;D;;E;F;C;C;C;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478965;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478968;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478971;1;A;A;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478973;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478974;1;D;;E;F;A;D;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054478975;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478976;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478980;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478981;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478983;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478984;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478985;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478986;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478987;1;A;A;C;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;B;B;B;B;C;B;A;B;B;A;B;A;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054478988;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478989;1;A;A;B;C;A;A;B;B;B;B;B;B;B;B;B;B;B;B;A;C;A;C;B;B;B;B;B;B;A;B;A;B;A;B;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054478990;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478991;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478992;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478994;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478996;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054478998;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479001;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479003;1;A;A;D;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479004;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479005;1;E;;D;E;C;C;C;C;C;C;B;C;B;C;D;C;B;B;B;B;A;C;C;C;B;A;B;B;A;B;A;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479006;1;D;;B;A;A;A;C;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;A
210054479007;1;D;;E;E;B;B;B;B;A;B;A;A;A;A;A;A;A;A;B;A;A;A;A;A;B;A;B;B;A;B;A;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;A
210054479011;1;D;;E;E;C;C;C;C;B;C;C;C;C;C;C;C;C;C;C;B;A;B;C;C;B;B;A;B;A;B;B;B;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;D
210054479012;1;A;A;B;A;B;B;B;A;B;B;A;A;A;A;A;A;B;B;B;A;A;A;A;A;B;A;B;B;B;B;A;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;A;B;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;B
210054479014;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479020;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479022;1;D;;B;A;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;B;A;B;B;A;B;B;B;A;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;A;B;A;B;A;B;B;B;B;A;B;B;B;B;A;B;B;B;E
210054479023;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479025;1;D;;A;C;C;B;C;B;B;B;B;A;C;C;C;D;C;B;B;C;C;C;D;A;B;B;A;B;A;B;B;B;A;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;C
210054479026;1;D;;D;E;B;B;B;D;C;C;C;B;C;B;C;C;B;C;C;A;A;A;C;B;B;B;A;B;A;B;B;B;A;A;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;A;B;B;B;C;;;;;;;;;;;;;;;;;;C
210054479027;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479029;1;D;;D;E;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;A;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;A;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479032;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479033;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479034;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479036;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479037;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479038;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479039;1;D;;D;C;C;C;B;B;C;B;B;B;B;B;B;B;C;B;B;B;B;B;C;C;B;A;A;B;B;B;B;A;B;A;B;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;A;B;B;B;A;A;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B
210054479044;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479045;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479048;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479049;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479051;1;D;;E;E;D;D;D;D;D;D;D;D;D;D;D;D;B;B;B;B;B;B;B;A;B;B;B;B;A;B;B;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;A
210054479052;1;A;A;C;D;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479055;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479056;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479058;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479060;1;D;;D;E;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;A;A;B;B;B;B;A;B;B;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479062;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479063;1;D;;B;D;C;C;C;C;C;C;C;C;C;C;C;C;B;D;D;B;C;C;C;C;B;A;A;B;B;B;B;B;B;A;B;B;B;A;A;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479068;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479071;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479076;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479077;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479080;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479083;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479084;1;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479087;1;D;;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;B;A;B;B;B;A;A;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;A;B;A;A;B;B;B;B;A;A;B;B;B;B;A;B;B;A;B;B;B;B;A;B;B;B;A
210054479088;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479089;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479091;1;A;A;C;C;C;C;D;C;C;B;C;B;D;C;C;C;C;D;D;C;C;C;C;B;B;A;A;B;B;B;B;B;B;A;B;B;A;B;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;A;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;A;D
210054479093;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479095;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479097;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479101;1;A;A;C;A;B;B;C;C;B;B;C;A;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;A;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;B;B;A
210054479104;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479105;1;E;;B;A;C;B;C;B;A;B;B;B;B;B;C;C;A;C;C;A;A;A;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;A;A;B;B;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B
210054479107;1;D;;E;F;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479110;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479116;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479123;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479124;1;D;;E;F;A;A;A;A;A;A;A;A;A;A;C;C;D;D;D;D;D;D;D;D;B;B;B;B;B;A;B;B;B;B;B;A;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;A
210054479126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479127;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479130;1;A;A;B;C;B;B;B;B;B;D;B;B;C;C;C;C;C;C;C;C;C;D;D;D;B;B;B;B;A;B;B;B;B;B;B;A;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;B;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;B;A;B;B;B;B
210054479131;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479134;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479135;1;D;;D;E;C;C;C;C;C;D;C;D;C;D;C;D;C;D;C;B;A;C;C;C;B;B;B;B;A;B;B;B;B;A;B;B;A;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479140;1;B;C;A;C;B;B;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;A;A;A;B;B;B;B;B;B;B;A;B;A;B;B;A;A;B;B;A;A;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479144;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479145;1;E;;E;F;C;B;B;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479146;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
