NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062
400000000810;2012;16;0;1;1;1;2003;;1;;;;;;;;0;;;;2507507;JOAO PESSOA;25;PB;1;1;1;1;144;140;148;152;441.9;595.5;456.9;291.9;ADABEBAEDEACAADBEBCAAEAAEBCDBAAACAAEDEDEACECE;CEAEDCAAABDAAABDDEABBACEECDEABECAEDCDEADCEEEE;DCAACABDAADACBBACCA*ADDCBAECECEDBADDEDBAEBDAC;ACDEBCDDBDEDACBCAACBCBEDCAEBCECCCEBDBBDDCBCDD;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;120;120;100;140;100;580;B;E;E;4;A;B;A;D;D;A;D;A;A;D;D;B;A;A;D;D;A;A;5;0;5;5;0;5;5;A;C;B;B;A;C;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000811;2012;8;0;0;3;1;2007;;1;;;;;;;;0;;;;3106200;BELO HORIZONTE;31;MG;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;B;C;C;3;A;B;A;A;A;A;D;D;A;D;A;B;A;D;D;D;A;B;5;0;0;5;5;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000812;2012;2;1;0;1;2;;2;1;3547809;SANTO ANDRE;35;SP;4;1;1;0;;;;3547809;SANTO ANDRE;35;SP;1;1;1;1;142;138;145;149;607.1;643.1;559.7;696.3;CEAACEBEECAABAABEDBECDBCBEBABCBDBBBCECCCCEBEA;BEBECADEAABDDBCACDDEEECDBDDECBEADDEBABECBDDEC;BBDADACCEBEBEEAEAAAACDDCEACAEDDCDCBDCEDAEAAAA;ABEDEADEEECCDDCEDACBDCABACCEBECEDADDBABCAAADB;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;140;120;140;140;20;560;G;G;I;4;A;B;B;B;B;A;A;A;A;A;A;B;A;A;A;D;B;C;4;4;0;5;3;5;4;B;A;D;F;A;C;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000813;2012;11;1;0;3;1;2007;;1;;;;;;;;0;;;;2927408;SALVADOR;29;BA;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;E;B;3;B;B;A;D;A;A;D;A;A;D;A;A;A;D;D;D;A;B;5;5;5;5;5;5;5;A;A;C;B;A;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000814;2012;4;0;0;1;1;2010;;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;1;1;1;1;144;140;146;150;462;530;502.1;501.4;AADDEDCAADAAACDDDCCCBEEECCCCDDDDCDDDDDCCCCECE;CEBBDBAEAECBAABBABDEEBAEDEECCDCEAEBEBACCAEACD;ADBBBAADDEBDDCCDEEBBBBBBCCCDDDBBCCAAAAAAAEEEE;EAAEDBCCCDDDDAAEEEEEEEBCCCCCDDBBBBBBBCADDC.BA;0;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;100;160;120;120;120;620;H;H;N;2;C;B;C;C;A;C;C;A;B;B;B;B;B;B;C;C;C;A;1;1;1;1;1;1;5;A;A;C;B;A;C;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000815;2012;11;0;0;3;4;;;;;;;;;;;1;IF BA - CAMPUS BARREIRAS;29;BA;2903201;BARREIRAS;29;BA;1;1;1;1;143;139;148;152;450.6;436.8;411.4;499.9;EEAAAEBBEEAEBAECBACEEDBDABBEAEEDAEDDEDEEEEEED;ADDDEEDDEABEDDECCCCBBBDEDEEAAEAEAEBEEBBEDDDCC;DCDADCCAECDECADDACAAEDDCECCCEBEDDECACCDDCCEDC;ADADBACAEABEEECEAEEAEEDBEBEBCABEAECAAAEEDCBAA;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;80;80;40;40;60;300;C;D;B;6;A;B;A;D;A;D;D;A;A;D;A;A;D;D;D;D;A;B;5;5;0;5;5;5;5;G;C;A;F;C;A;A;A;B;A;B;;;;;;;;;;A;A;A;B;B;A;B;B;B;B;B;B;G
400000000816;2012;4;0;0;1;1;2010;;1;;;;;;;;0;;;;2611606;RECIFE;26;PE;1;1;1;1;144;140;147;151;527.4;638.4;607.4;649.1;ADDCEEBCABAEEDDAACCBBADADBDBBCCDCBCCBBBBCBDEE;CABADDDAECEAAABDEBAAEAAEEEECECECAABADEADACDBD;ADBCEAADAAEBABAEBCDEABEDDBEBEEAADCACCADEDECBE;BEABDEDBADDCEABECAEEECCBC*ACACBAEAADDBDDDBACB;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;140;140;140;120;80;620;E;B;G;5;A;B;B;A;A;A;B;A;A;D;D;C;A;D;D;D;A;A;0;0;0;5;4;4;4;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000817;2012;9;0;0;2;1;2005;;1;;;;;;;;0;;;;2603454;CAMARAGIBE;26;PE;1;1;1;1;142;138;147;151;442.3;493.9;472;508.1;CBEACDEEEDDBABCDEEAEBCBEBAADACEEBDCDACABDDAEB;BEDECAEAADDCCBDDEEBDCDAABCEBCDCCDAEDDAEABABDE;ADAEBEADACBEEBDEBACAACECDEABDBBABDEAECBDAAECD;BAABDEBECDEEADBDBEECCEABBCABADEBADBCBCCDBCAEB;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;140;120;120;100;40;520;D;C;B;2;A;B;A;A;A;A;D;D;A;D;A;B;A;D;D;D;A;A;5;5;5;5;5;5;0;B;A;B;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000818;2012;6;0;0;2;1;2008;;1;;;;;;;;0;;;;2211001;TERESINA;22;PI;1;1;1;1;141;137;145;149;468;633;481.1;297.7;EBBCEBDBBCACCECBEACDEABCDEABECCEDCCCBBBADCEAD;EADBEABDCEDEDAEEBECBBCBADCEDCCEAEADAEBEECECDB;DACAACBCEBEEEBCDBDBEDDCCEDBADADDDDBCAACDACBEC;DBACBDAECDABDACACBDBCAECBDADCEACBDCAEBDCAEBEC;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;100;100;120;0;440;B;B;B;5;A;B;A;D;A;A;D;D;A;D;D;B;D;D;D;D;A;B;3;1;0;5;4;4;0;B;A;A;B;A;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000819;2012;5;1;0;1;1;2009;;1;;;;;;;;0;;;;4314902;PORTO ALEGRE;43;RS;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;C;G;3;A;B;B;D;B;A;D;A;A;A;A;B;A;D;D;D;A;A;3;4;0;5;5;5;0;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000820;2012;15;0;1;1;4;;;;;;;;;;;1;SECRETARIA ESTADUAL - SP;35;SP;3549805;SAO JOSE DO RIO PRETO;35;SP;1;1;1;1;142;138;146;150;514.2;538.1;555.1;646.3;CDECBDCBAEDCEBAEEECEAAEBBEBCCEAECCECACBDCDDCD;BEBECAEEDEDEEBEDECEEEEEBBDDDCEEBEDEEEBBABAAEE;CDBEAEACAEBDDEEBBEECECDDABBADDCAABBDECBDDAEAC;EABEEBCCDCDBCCCBCAEBBDBDCBEEEEEBDEEACDBDDCABA;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;100;100;80;80;80;440;A;A;J;5;B;B;B;A;A;A;A;A;A;A;A;B;A;D;A;D;B;A;5;5;5;1;1;5;3;B;E;A;F;E;A;A;A;B;A;B;;;;;;;;;;A;B;B;B;B;B;A;B;B;B;B;B;D
400000000821;2012;9;1;0;3;1;2006;;1;;;;;;;;0;;;;4101408;APUCARANA;41;PR;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;E;C;2;B;B;A;A;A;A;A;A;A;D;D;D;D;D;D;D;A;A;2;4;4;5;5;5;5;B;A;A;C;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000822;2012;13;1;0;0;4;;;;;;;;;;;1;IF AC - CAMPUS RIO BRANCO;12;AC;1200401;RIO BRANCO;12;AC;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;B;B;D;4;A;B;C;B;A;A;D;A;A;A;D;A;A;D;D;D;A;A;3;5;3;5;5;5;1;D;E;A;F;E;A;A;A;A;A;B;;;;;;;;;;A;B;B;B;B;B;A;B;B;B;B;B;D
400000000823;2012;2;1;0;1;2;;1;1;3126703;FRANCISCO SA;31;MG;2;1;1;0;;;;3126703;FRANCISCO SA;31;MG;1;1;1;1;143;139;147;151;552.4;550.6;555.6;497.8;CBDCBADCDABBAABACDCACACADECBCAADBCBCADBDBBAAC;ADBADBCADAEDBCDBECACACAAADCADCEECCCCEADAEDDCA;AEAECACDACCBABAEBCCCABEDBBEBDCAABDDDBADCDCAAE;BDBBEBAACCBCEABEECEDACDDAEECACEACDEADDCDCACAA;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;120;100;100;60;500;C;E;C;4;A;B;B;A;C;D;D;D;A;D;D;B;D;D;D;D;B;C;5;0;5;5;5;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000824;2012;11;1;1;1;1;2003;;1;;;;;;;;0;;;;3106200;BELO HORIZONTE;31;MG;1;1;1;1;142;138;147;151;464.1;533.7;462.3;611.8;DAADAACAEBDAABBCCBAECAABBAAAEBACACDAACACDDAAC;AEDECAABAADBEBCAABEDDECADABAABAADCBAACDADCACA;DDBBAABDAADDABCEBAAADABDCAEADAADDAABCCBAACAAB;CDECEADBCDECDBBEBEEEACBBEEABACCDDECCDBDDDADCA;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;140;40;100;80;0;360;C;C;D;3;C;B;A;A;A;A;D;A;A;D;A;B;A;A;A;D;A;A;2;0;0;5;5;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000825;2012;4;0;0;3;1;2011;;2;;;;;;;;0;;;;5300108;BRASILIA;53;DF;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;E;E;C;3;A;B;A;A;D;D;A;A;A;A;A;A;A;D;D;D;A;A;3;3;5;5;5;5;3;B;A;A;C;A;B;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000826;2012;11;1;0;1;1;2004;;1;;;;;;;;0;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;141;137;147;151;574.8;606;568.6;746.7;EAEEEBDABADCEEACEEEABDACBECEBBCDECCBECACACEBC;DAEBAABDBEBCDCEDDECBBCBCBCADBCAAAAEBACCECABEC;ADDBEAADABEDEBAEBEBECBCDDBEBEAACDAEDAABBACDAD;CEBEDEDAADEDEABEEEEEECCBDBABACBDAEDBDBCDCCBEE;1;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;140;180;180;160;180;840;I;E;D;3;C;B;B;A;A;D;D;A;A;D;D;B;D;D;D;D;A;A;4;4;4;5;3;5;3;B;A;B;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000827;2012;11;1;0;2;1;2003;;1;;;;;;;;0;;;;4115200;MARINGA;41;PR;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;B;B;G;4;C;B;A;A;A;A;D;A;A;D;A;C;A;D;D;D;A;A;5;5;5;5;1;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000828;2012;12;0;1;3;1;2010;;2;;;;;;;;0;;;;3106200;BELO HORIZONTE;31;MG;1;1;1;1;142;138;146;150;488;592.5;500.9;483.7;DAABCDBDBEDCEAADACBBCECCBBBDACDCCDCCACCBACACE;BECECADEAABEECCDCAEEDACBBCDCCBCADADCACDCADAEC;BDBEDEADABBDDDEADBECEDEABCAADACABBCDBEBCDACCC;EABBEECCE*CECDDCBBEBDEBDEEDEADDECDCBECDDDAC*B;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;100;120;120;100;80;520;C;C;A;5;D;B;A;A;A;A;D;D;A;D;D;A;D;D;D;D;A;B;4;5;3;5;5;5;5;D;C;A;E;E;B;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000829;2012;5;1;0;3;1;2009;;1;;;;;;;;0;;;;2408904;PARELHAS;24;RN;1;1;1;1;143;139;147;151;469.3;536.1;555.9;511.9;ABDAEAAEDEDABDDCCBCAADDADEECCECADEBEBDAEBEECD;AABDBECDEEBEBCBECBCEACABADDDAEEDCECBEDAADCEAA;ADBBAACDAAEBAAEEBEDBDBEDDEABEEEDCDDDBACCCEADC;AACBDAACAACAEADEACEDCCBBDCECACEDBDADCEDBABDDC;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;140;120;140;120;640;E;G;F;4;A;B;A;A;A;A;D;A;A;D;D;A;A;D;D;D;B;A;5;5;3;5;3;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000830;2012;4;0;0;2;1;2010;;1;;;;;;;;0;;;;3518800;GUARULHOS;35;SP;1;1;1;1;142;138;145;149;369.9;498.7;511.8;454.9;AAABCBEAECEBAADBAADDBEAEDDCBAEAADCEBBACBACABD;BEDECACEAA*EDADBEAEBECDABACCCEEBCCEDCDAEADDAE;CDACADBAEBEACAACAEAEADDBEAAACABDEEBABADDAEACA;ECCEAABBECBEAADABDCAACABEABBEDECBAECBADDAEADD;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;100;100;120;100;540;C;D;C;4;A;B;A;D;A;A;D;D;A;A;A;A;A;D;D;D;A;A;3;0;4;5;5;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000831;2012;5;0;0;2;1;2009;;1;;;;;;;;0;;;;3508504;CACAPAVA;35;SP;1;1;1;1;141;137;145;149;456.9;381.9;466.9;566.7;ABCEDADDBCCAADCDDBBDBEAECECECEEEAECCDDAAEBABC;EBCBAEDBCACCAEEDDDCEDDBCEECEEABCCCAEDDDBAECCE;CAECCDCBEBAABEAAEDDABEDCDCBEBAEECEEDAAADEACCE;BDCEEAABEECECAEABECDDEAEACEABCBEABCDDBCBDDBBA;1;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;160;120;100;40;540;C;B;C;4;D;A;A;D;A;D;D;A;A;D;A;A;D;D;D;D;A;A;3;4;3;5;4;5;5;B;A;B;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000832;2012;2;1;0;3;2;;1;1;3305109;SAO JOAO DE MERITI;33;RJ;2;1;1;0;;;;3305109;SAO JOAO DE MERITI;33;RJ;1;1;1;1;144;140;148;152;388.1;540.6;477.8;414.3;BBAEADEEEEACCBEAEBBAAADDCEBEECCACCDADCDCDDBDB;CBBAACDBECAAAEEBEBAEADBEDBEBDDECAEBAAAACDA*EB;ADBAEAAD.BDAEDEBAEEDEDCEACBEABADBBEEABBBABECA;ABCEEDDCEABADCAAEAECCABECCDBDBBDDACEDCDADCACE;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;120;120;100;100;60;500;B;D;B;2;C;B;B;B;A;A;D;A;A;A;A;B;A;D;D;D;A;C;1;0;0;1;1;1;1;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000833;2012;4;1;0;3;1;2010;;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;E;C;E;4;D;B;A;A;A;A;A;D;A;D;A;A;D;D;D;D;A;A;2;5;4;4;4;5;4;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000834;2012;10;1;0;1;4;;;;;;;;;;;1;SECRETARIA ESTADUAL - MG;31;MG;3106200;BELO HORIZONTE;31;MG;1;1;1;1;143;139;145;149;459.2;554.4;537;535.4;EDDCABECDEAAADBCCAECEACACBCCEABCBEDABCCAADBBC;AABEEDBEEEBBACBDACADBCBAAEEAECBCCEDBCCDAEBECA;DDBBABBCEBDBEEADABBBADCCADBCDDBAECBAAEDCEAADA;DACDDABEEEDCACAABDCCB*AAACEDDCCEBBABABDEEDADC;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;80;100;120;120;540;B;E;F;5;E;B;A;A;A;A;A;A;A;A;A;C;A;A;D;D;A;A;5;5;5;5;4;5;5;B;A;A;F;E;A;A;A;A;A;B;;;;;;;;;;A;B;B;A;B;B;B;B;B;B;B;B;C
400000000835;2012;5;0;0;1;1;2009;;1;;;;;;;;0;;;;5107602;RONDONOPOLIS;51;MT;1;1;1;1;143;139;145;149;428.1;368.1;438.5;554.4;EDDECBEDDEACBDCCAABECABDDCCEEABAADCDDACDBCBEC;ADDDADEECECCBAADCCEBDEAEAECDCEDCDEEABCDDDCBEE;ADADDECCEBEDDBCBECAABDDBACACECCBEEEAACDBBCBDB;BCDDEABBEECDCADCDDCDBCCDADEDAEBABADDDBDCBEDAB;0;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;120;120;120;140;620;B;D;D;3;C;B;A;A;A;A;D;A;A;D;A;B;A;D;D;D;A;A;5;5;5;5;3;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000836;2012;2;0;0;1;1;2011;;1;;;;;;;;0;;;;2408102;NATAL;24;RN;1;1;1;1;144;140;147;151;441.5;540.9;540.6;608.3;DBAEADDCADDAEEEACBEBEBADDEEAECDDEADCDCCCDBADB;CDBBABACEAABAEBCDBEAEADADEEAECECACDCECCDADDCB;ADDECAADAACABCAEBEDADAEDCEEADEBEDCCABAECDAEAC;CEDADCAAACEEEABEDCEECCDEBCCCADBDCBEDDADDABAEA;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;140;60;80;120;0;400;C;B;C;4;C;B;A;A;D;D;D;D;A;D;D;C;A;D;D;D;A;C;5;5;0;5;5;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000837;2012;7;1;0;2;1;2009;;1;;;;;;;;0;;;;3144300;NANUQUE;31;MG;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;F;E;D;4;C;B;A;A;D;A;D;D;A;D;A;C;A;D;D;D;A;A;4;3;3;5;5;5;3;B;A;A;B;A;B;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000838;2012;10;0;1;2;1;2004;;1;;;;;;;;0;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;142;138;147;151;695.5;713.6;694.9;851.8;BBAACDACEEDABAADEEAECEACBDDABBBEBBDCEBEBCCACD;CEBECAEEAABDDBCDCEEEEECEBDDCCDBBDBBEACEAADAEC;DDDABAADAAEEBAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;CEDDDEDAADDDEABEAEEEECCCBCABACBDBEDBDBDDEADCC;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;160;140;160;160;140;760;C;E;E;2;A;B;A;A;D;A;D;A;A;D;A;B;A;D;D;D;B;B;3;5;0;5;5;5;0;B;A;A;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000839;2012;10;1;1;1;3;;;;;;;;;;;1;IF BA - CAMPUS BARREIRAS;29;BA;2913200;IBOTIRAMA;29;BA;1;1;1;1;143;139;148;152;407.2;314.3;365.2;415.2;ECEBDAECCBEEBDECECEBDEAACBDCECACBEEBDACCDDADC;BECBDECADBDAEEDCBEEBEDECEDBACBEAABDACDEEDBCDD;ECBDDEEBEBCBDACBDBCEECECCDBBDAEBBDACDBEACDBEA;CDCEBDBDECEADCEBCECBABABAECDBDADEABECDDADBBDB;0;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;80;80;60;60;20;300;B;B;B;4;C;B;A;D;D;D;D;D;D;D;D;A;D;D;D;D;A;B;5;5;5;5;5;5;5;D;D;A;F;B;A;A;A;A;A;A;A;A;B;B;B;A;B;B;B;A;B;B;A;B;B;A;A;B;B;B;B;C
