NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023
210062065246;2024;11;M;1;1;1;1;9;;0;4314902;Porto Alegre;43;RS;B;B;A;A;2;A;B;A;B;A;A;A;B;A;B;A;A;B;A;A;A;B;A
210062065247;2024;2;M;1;3;1;3;0;;1;3304557;Rio de Janeiro;33;RJ;E;D;C;B;3;A;C;A;B;C;B;A;B;A;B;A;A;B;A;B;B;D;E
210062065248;2024;2;F;1;3;1;2;0;1;0;3550308;São Paulo;35;SP;C;B;C;B;3;A;E;A;B;C;A;B;B;A;B;B;A;A;A;B;A;C;A
210062065249;2024;3;F;1;1;1;2;0;1;0;4316907;Santa Maria;43;RS;E;E;B;D;3;A;I;A;B;C;C;A;B;A;B;B;B;D;A;B;B;D;A
210062065250;2024;1;F;1;3;1;3;0;;1;3550308;São Paulo;35;SP;E;G;D;D;2;A;F;A;B;B;A;A;B;A;B;B;A;B;A;B;B;B;D
210062065252;2024;1;F;1;3;1;3;0;;1;4208203;Itajaí;42;SC;E;E;D;D;4;A;I;A;D;D;C;A;C;A;B;B;B;C;B;B;C;E;D
210062065253;2024;1;F;1;1;1;3;0;;1;4322400;Uruguaiana;43;RS;D;D;F;F;5;A;B;A;B;D;B;B;B;B;B;B;A;B;A;B;A;B;A
210062065254;2024;4;F;1;1;1;1;1;;0;4319901;Sapiranga;43;RS;C;C;B;D;4;A;F;A;C;C;C;A;B;A;B;A;A;B;A;B;A;B;A
210062065255;2024;3;M;1;1;1;3;0;;1;3106200;Belo Horizonte;31;MG;G;G;E;E;2;A;H;B;C;C;B;A;B;A;A;A;B;B;B;A;B;B;D
210062065256;2024;1;F;1;1;1;3;0;;1;4314902;Porto Alegre;43;RS;G;G;E;D;5;A;H;A;B;C;B;A;B;A;B;B;B;C;B;B;B;D;E
210062065257;2024;2;F;1;1;1;3;0;;1;3301009;Campos dos Goytacazes;33;RJ;D;G;C;B;3;A;C;A;B;C;B;B;B;A;A;A;A;B;A;B;A;D;C
210062065258;2024;1;F;1;3;1;3;0;;1;4317103;Sant'Ana do Livramento;43;RS;D;D;C;A;8;A;D;A;B;C;B;A;B;A;A;A;A;A;A;B;A;E;A
210062065259;2024;12;F;2;3;1;1;15;;0;2704302;Maceió;27;AL;E;C;F;A;2;A;K;A;B;B;A;A;B;A;A;B;A;B;A;B;B;B;D
210062065260;2024;7;M;1;1;1;1;3;;0;2906006;Campo Formoso;29;BA;H;E;C;E;4;A;D;D;B;C;A;A;B;A;B;B;A;B;A;B;B;D;A
210062065261;2024;3;M;1;1;1;1;1;;0;4101408;Apucarana;41;PR;E;E;D;D;2;A;D;A;B;C;B;A;B;A;B;B;B;B;A;B;B;C;A
210062065262;2024;5;F;1;3;1;1;3;;0;2610905;Pesqueira;26;PE;B;D;A;B;3;A;B;A;B;C;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065263;2024;14;M;3;3;1;1;18;;0;2105302;Imperatriz;21;MA;D;F;F;D;2;B;M;A;C;C;A;A;C;A;B;A;A;C;B;B;C;B;A
210062065264;2024;1;M;1;1;1;3;0;;1;3506003;Bauru;35;SP;E;F;B;C;5;A;F;D;D;D;C;A;B;B;B;B;B;C;A;B;B;E;D
210062065265;2024;6;F;1;1;1;1;0;;0;2408102;Natal;24;RN;E;F;B;D;2;A;B;A;B;C;A;A;B;A;A;A;A;B;A;B;B;C;A
210062065266;2024;9;M;1;2;1;1;8;;0;2604007;Carpina;26;PE;D;D;B;B;2;B;B;A;C;C;A;A;B;A;B;B;A;A;A;B;B;B;A
210062065267;2024;5;M;1;3;1;1;2;;0;2301901;Barbalha;23;CE;E;E;D;D;3;A;E;A;C;C;D;A;B;A;A;A;A;C;A;B;B;D;D
210062065268;2024;2;M;1;3;1;3;0;;1;3170206;Uberlândia;31;MG;G;F;D;D;4;B;B;A;C;D;B;A;B;A;B;A;B;B;B;B;C;D;A
210062065269;2024;13;M;2;1;1;1;18;;0;4118501;Pato Branco;41;PR;B;C;B;B;3;B;O;A;C;C;C;A;B;A;B;B;B;C;A;B;C;C;A
210062065270;2024;3;M;1;1;1;1;1;;0;3538709;Piracicaba;35;SP;E;F;B;B;3;A;C;A;B;C;B;A;B;A;B;B;A;B;A;B;B;D;A
210062065271;2024;17;F;3;3;1;1;0;;0;4314902;Porto Alegre;43;RS;B;B;A;B;2;B;F;A;B;B;B;A;B;A;B;B;A;B;A;B;A;C;A
210062065272;2024;9;F;2;3;1;1;6;;0;3551009;São Vicente;35;SP;B;F;B;D;2;B;C;A;B;C;A;B;B;B;B;A;A;B;A;B;B;C;A
210062065273;2024;5;F;1;1;1;2;0;1;0;4304663;Capão do Leão;43;RS;B;D;B;B;3;A;A;A;B;B;B;A;B;A;A;A;A;B;A;B;B;C;A
210062065274;2024;14;M;3;3;1;1;18;;0;1506807;Santarém;15;PA;B;C;A;A;1;B;C;A;B;B;A;A;B;A;B;A;A;A;A;A;B;B;A
210062065275;2024;5;F;1;1;1;1;1;;0;4303103;Cachoeirinha;43;RS;E;F;C;B;4;B;C;A;B;C;C;A;B;A;B;B;A;A;A;B;B;E;C
210062065276;2024;2;M;1;1;1;2;0;1;0;3508603;Cachoeira Paulista;35;SP;F;E;C;A;3;A;G;A;B;C;B;A;B;A;B;B;A;A;A;B;B;D;B
210062065277;2024;1;M;1;3;1;3;0;;1;1400100;Boa Vista;14;RR;G;G;E;E;4;A;L;D;D;D;C;A;B;A;B;B;A;D;B;B;E;E;D
210062065278;2024;6;F;1;1;1;1;3;;0;4316402;Rosário do Sul;43;RS;D;E;B;D;3;B;F;A;B;C;B;A;B;B;B;B;A;C;A;B;B;C;A
210062065279;2024;13;F;2;3;1;1;15;;0;5300108;Brasília;53;DF;H;C;F;F;6;B;C;A;B;C;B;A;B;A;A;A;A;B;A;B;A;C;A
210062065280;2024;9;F;1;3;1;1;7;;0;2305605;Independência;23;CE;C;E;A;B;3;A;B;A;B;C;A;B;B;A;A;A;A;B;A;B;B;C;A
210062065281;2024;1;F;1;1;1;3;0;;1;3104007;Araxá;31;MG;C;D;A;D;5;B;F;A;C;C;A;A;B;B;B;B;A;B;A;B;C;D;A
210062065282;2024;4;F;1;1;1;1;1;;0;3505708;Barueri;35;SP;E;F;D;F;5;B;E;A;B;C;C;A;B;A;B;B;B;B;B;B;B;E;A
210062065283;2024;2;F;1;1;1;3;0;;1;5300108;Brasília;53;DF;E;G;B;E;5;A;H;B;C;D;B;A;B;A;B;B;A;C;B;B;D;E;D
210062065284;2024;6;F;1;3;1;1;4;;0;1501402;Belém;15;PA;E;B;A;A;1;A;A;A;B;C;A;A;B;A;A;A;A;A;A;A;A;B;A
210062065285;2024;2;M;1;3;1;3;0;;1;3161106;São Francisco;31;MG;D;B;A;A;5;A;B;A;A;D;A;A;B;B;A;A;A;A;A;A;A;B;A
210062065286;2024;4;F;1;3;1;1;1;;0;3131307;Ipatinga;31;MG;B;F;D;D;3;B;E;A;C;D;B;B;B;B;B;A;B;C;B;B;B;D;A
210062065287;2024;3;M;1;3;1;2;0;1;0;4314100;Passo Fundo;43;RS;E;E;D;D;4;B;E;A;B;D;B;B;B;A;B;B;B;B;A;B;B;E;A
210062065288;2024;3;F;1;1;1;2;0;1;0;3105400;Barão de Cocais;31;MG;E;E;C;D;5;B;E;A;B;C;B;A;B;A;B;A;A;B;A;B;A;D;A
210062065289;2024;3;F;1;3;1;3;0;;1;2910800;Feira de Santana;29;BA;D;E;F;F;4;A;E;B;C;D;B;B;B;A;A;B;A;C;B;B;B;C;E
210062065290;2024;3;M;1;3;1;2;0;1;0;3522208;Itapecerica da Serra;35;SP;C;E;B;B;3;B;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065291;2024;10;F;1;3;1;1;8;;0;3304144;Queimados;33;RJ;C;E;B;B;1;B;B;A;C;C;A;A;B;B;B;B;A;B;B;B;B;B;D
210062065292;2024;12;F;3;4;2;1;0;;0;2301901;Barbalha;23;CE;E;F;B;B;1;A;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;B;A
210062065293;2024;1;F;1;1;1;4;0;;0;5208707;Goiânia;52;GO;E;E;D;D;3;A;K;A;C;C;B;A;B;A;B;B;A;C;A;B;A;D;D
210062065294;2024;13;M;2;1;1;1;18;;0;3304904;São Gonçalo;33;RJ;E;E;C;B;2;A;B;A;B;C;B;A;B;A;B;B;B;C;A;B;C;B;A
210062065295;2024;4;M;1;3;1;2;0;1;0;1302603;Manaus;13;AM;E;E;C;C;3;B;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;A
210062065296;2024;3;M;1;3;2;2;0;1;0;2103307;Codó;21;MA;A;A;C;C;7;A;A;C;B;C;A;B;C;A;B;A;A;B;A;B;A;E;A
210062065297;2024;11;F;1;1;1;1;11;;0;4304705;Carazinho;43;RS;E;E;B;F;2;B;C;A;B;C;B;B;B;A;B;B;A;B;A;B;A;C;A
210062065298;2024;4;F;1;1;1;1;1;;0;3518800;Guarulhos;35;SP;C;C;C;B;3;A;C;A;B;C;A;A;B;A;B;B;A;B;A;B;B;D;A
210062065299;2024;4;M;1;1;1;1;2;;0;2402006;Caicó;24;RN;E;G;F;D;3;A;J;A;C;C;A;B;B;B;B;A;A;C;A;B;C;D;D
210062065300;2024;17;M;0;2;1;1;18;;0;4314902;Porto Alegre;43;RS;B;D;C;D;4;B;C;A;B;D;A;A;B;A;B;B;A;C;A;B;A;C;B
210062065301;2024;4;M;1;3;1;1;1;;0;3205309;Vitória;32;ES;H;E;F;B;3;B;B;A;C;C;A;A;B;A;B;B;A;C;A;B;B;D;A
210062065302;2024;11;F;1;3;1;1;8;;0;3104304;Areado;31;MG;B;C;A;A;4;A;C;A;B;C;A;A;B;A;A;A;A;B;A;A;A;C;A
210062065303;2024;1;M;1;3;1;3;0;;1;4104907;Castro;41;PR;D;F;D;E;5;A;G;A;B;C;B;A;B;A;A;B;A;A;A;B;A;D;D
210062065304;2024;2;F;1;3;1;2;0;1;0;3547809;Santo André;35;SP;E;D;F;C;5;A;D;A;B;C;B;A;B;A;B;B;A;B;A;B;A;D;A
210062065305;2024;1;M;1;3;1;3;0;;1;3304557;Rio de Janeiro;33;RJ;E;F;E;D;3;A;M;A;C;C;C;B;B;A;B;A;B;B;A;B;B;C;E
210062065306;2024;5;F;1;2;1;1;2;;0;4314902;Porto Alegre;43;RS;E;E;C;B;5;B;E;A;B;C;A;A;B;A;B;B;A;C;A;B;B;E;A
210062065307;2024;6;F;1;3;1;1;2;;0;3304557;Rio de Janeiro;33;RJ;B;D;A;B;3;A;B;A;B;B;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065308;2024;8;F;1;3;1;1;7;;0;4106902;Curitiba;41;PR;G;G;D;D;4;A;G;A;B;C;B;A;B;B;B;B;B;B;A;B;B;E;B
210062065309;2024;13;M;1;3;1;1;1;;0;1600303;Macapá;16;AP;E;E;F;D;2;B;F;A;C;C;B;A;B;A;B;A;A;C;B;B;A;C;A
210062065310;2024;5;M;1;1;1;2;0;1;0;1500800;Ananindeua;15;PA;B;E;B;C;4;B;C;A;B;B;A;A;B;A;B;A;A;B;A;B;A;D;A
210062065311;2024;4;F;0;2;1;2;0;1;0;2931350;Teixeira de Freitas;29;BA;D;E;F;A;2;A;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;C;A
210062065312;2024;14;M;3;3;1;1;18;;0;3548807;São Caetano do Sul;35;SP;B;A;B;B;1;B;E;A;B;B;A;B;B;A;A;A;A;B;A;A;B;B;A
210062065313;2024;1;F;1;1;1;3;0;;1;3527108;Lins;35;SP;F;G;D;D;3;A;F;A;C;C;C;A;B;A;B;B;B;C;A;B;B;D;D
210062065314;2024;4;M;1;1;1;2;0;1;0;4321303;Taquari;43;RS;C;D;C;A;4;B;E;A;B;D;B;C;D;B;B;B;B;B;A;B;A;E;A
210062065315;2024;13;F;1;3;1;1;18;;0;3300704;Cabo Frio;33;RJ;E;F;C;D;4;B;D;A;C;C;C;A;B;A;B;B;B;D;B;B;C;E;D
210062065316;2024;1;F;1;1;1;3;0;;1;5201405;Aparecida de Goiânia;52;GO;B;E;D;D;5;A;F;A;B;D;B;A;B;A;A;B;A;B;A;B;A;E;A
210062065317;2024;3;M;1;3;1;2;0;1;0;1715101;Novo Acordo;17;TO;D;E;D;B;6;A;C;A;B;D;A;B;B;A;B;A;A;B;A;B;A;C;A
210062065318;2024;1;F;1;1;1;3;0;;1;4307500;Espumoso;43;RS;E;D;D;B;5;A;B;A;B;D;B;A;B;B;B;B;A;B;B;B;B;D;A
210062065319;2024;5;M;1;1;1;1;2;;0;4320107;Sarandi;43;RS;E;E;B;B;7;B;J;A;B;D;B;A;B;A;B;A;A;B;B;B;B;D;A
210062065320;2024;7;M;2;5;1;1;4;;0;4321907;Três Passos;43;RS;D;C;A;A;2;B;B;A;B;C;C;A;B;B;B;A;A;B;B;B;A;C;A
210062065321;2024;16;F;1;1;1;1;18;;0;3547809;Santo André;35;SP;C;C;C;F;1;B;J;A;C;C;B;A;B;A;B;A;A;B;A;B;B;B;A
210062065322;2024;4;F;1;1;1;1;1;;0;3137205;Lagoa da Prata;31;MG;E;D;C;B;4;A;J;A;D;D;C;B;B;A;B;B;B;C;B;B;C;E;B
210062065323;2024;1;M;1;1;1;3;0;;1;2925303;Porto Seguro;29;BA;E;E;C;D;3;A;E;A;B;C;B;A;B;A;B;B;A;B;A;B;A;C;E
210062065324;2024;2;M;0;1;1;3;0;;1;1301704;Humaitá;13;AM;E;F;C;A;4;A;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;C
210062065325;2024;8;M;1;1;1;1;0;;0;4304606;Canoas;43;RS;C;C;B;B;5;B;C;A;B;C;B;A;B;B;B;A;A;B;B;B;A;C;A
210062065326;2024;12;M;1;1;1;1;15;;0;3550308;São Paulo;35;SP;B;D;F;B;4;A;F;A;B;C;B;A;B;A;B;B;B;C;A;B;B;E;A
210062065327;2024;6;M;1;1;1;1;4;;0;3516200;Franca;35;SP;H;E;D;C;2;B;D;A;B;B;A;A;B;A;B;B;B;B;A;B;A;C;A
210062065328;2024;11;M;1;3;1;1;0;;0;1501402;Belém;15;PA;F;C;D;B;1;B;B;A;B;B;A;A;A;A;A;A;A;B;A;A;A;A;A
210062065329;2024;11;M;1;3;1;1;13;;0;3106200;Belo Horizonte;31;MG;E;F;C;D;3;B;K;A;C;D;B;A;B;A;B;B;A;C;B;B;D;E;A
210062065330;2024;20;F;4;3;1;1;18;;0;2930105;Senhor do Bonfim;29;BA;B;B;A;A;1;B;E;A;C;D;B;A;B;A;A;A;B;C;A;B;B;B;C
210062065331;2024;11;F;1;3;1;1;0;;0;3550308;São Paulo;35;SP;D;D;C;C;4;A;C;A;A;C;A;A;B;A;A;B;A;C;A;B;B;C;A
210062065332;2024;4;M;1;3;1;2;0;1;0;3171303;Viçosa;31;MG;H;B;B;A;4;A;D;A;B;C;B;C;B;A;A;A;A;B;B;B;A;D;A
210062065333;2024;2;F;1;3;1;3;0;;1;1100122;Ji-Paraná;11;RO;C;C;D;B;4;A;B;A;C;D;A;B;B;A;B;A;A;C;B;B;B;D;A
210062065334;2024;13;M;1;3;1;1;18;;0;3550308;São Paulo;35;SP;E;F;C;F;2;B;D;A;C;C;B;A;B;A;B;B;B;C;A;B;C;C;B
210062065335;2024;5;M;1;1;1;1;3;;0;3550308;São Paulo;35;SP;D;E;A;B;3;A;E;A;B;D;B;B;B;A;A;B;A;C;A;B;B;D;A
210062065336;2024;13;F;2;3;1;1;16;;0;3302403;Macaé;33;RJ;B;B;F;C;4;B;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065337;2024;15;F;1;1;1;1;18;;0;4314902;Porto Alegre;43;RS;A;A;A;B;2;A;A;A;B;B;A;A;B;A;B;B;A;B;A;B;A;B;A
210062065338;2024;12;M;1;3;1;1;13;;0;2111300;São Luís;21;MA;D;E;A;D;3;A;G;A;C;D;A;B;B;A;A;A;A;B;A;B;B;C;D
210062065339;2024;2;F;1;3;1;3;0;;1;3550308;São Paulo;35;SP;E;G;C;D;3;A;D;A;B;C;B;A;B;A;B;B;A;C;A;B;B;D;C
210062065340;2024;18;M;2;1;1;1;18;;0;3106705;Betim;31;MG;D;E;D;D;2;B;N;A;B;C;B;A;B;A;B;A;B;C;A;B;B;C;B
210062065341;2024;3;M;1;1;1;2;0;1;0;1100049;Cacoal;11;RO;G;E;D;B;4;A;C;A;B;C;A;B;B;A;B;A;A;B;B;B;B;D;A
210062065342;2024;3;F;1;3;1;2;0;1;0;1506807;Santarém;15;PA;C;E;A;B;8;A;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;D;A
210062065343;2024;9;M;1;3;1;1;5;;0;3305554;Seropédica;33;RJ;E;D;B;B;6;A;D;A;B;B;B;B;B;A;B;B;A;B;A;B;A;D;A
210062065344;2024;1;M;1;1;1;3;0;;1;2111300;São Luís;21;MA;E;F;C;B;4;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;B;C;A
210062065345;2024;2;M;1;3;1;2;0;1;0;4117503;Paiçandu;41;PR;H;F;C;B;4;A;E;A;D;D;B;A;B;A;B;B;A;B;B;B;B;D;A
210062065346;2024;7;M;1;3;1;1;5;;0;2806701;São Cristóvão;28;SE;E;G;F;D;2;A;E;A;B;C;B;A;B;A;A;B;A;C;A;B;C;D;D
210062065347;2024;12;F;1;4;1;1;17;;0;3536505;Paulínia;35;SP;G;E;E;D;2;B;C;A;B;C;C;A;B;A;B;B;B;B;A;B;C;C;D
210062065348;2024;17;F;3;1;1;1;18;;0;5103403;Cuiabá;51;MT;A;A;F;F;1;B;L;A;C;C;B;A;B;B;B;B;A;B;A;B;B;B;A
210062065349;2024;2;M;1;1;1;2;0;1;0;3133303;Itaobim;31;MG;D;H;F;F;3;A;A;A;B;C;B;A;B;A;A;B;B;C;A;B;A;C;A
210062065350;2024;7;F;1;3;1;1;5;;0;2910800;Feira de Santana;29;BA;B;C;A;B;5;A;B;A;B;C;A;B;B;A;A;A;A;B;A;B;A;C;A
210062065351;2024;10;M;1;1;1;1;7;;0;3518800;Guarulhos;35;SP;E;D;C;A;4;B;C;A;C;D;B;B;B;A;A;B;A;D;A;B;C;E;A
210062065352;2024;3;F;1;1;1;2;0;1;0;4209102;Joinville;42;SC;H;H;F;D;2;B;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;B;A
210062065353;2024;8;M;1;3;1;1;5;;0;2910727;Eunápolis;29;BA;F;F;C;D;4;A;D;A;B;D;A;B;B;A;A;A;A;B;A;A;A;E;A
210062065354;2024;4;M;1;2;1;1;1;;0;5102678;Campo Verde;51;MT;H;E;F;F;4;A;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;A;A
210062065355;2024;12;M;1;3;1;1;6;;0;2611606;Recife;26;PE;C;B;B;B;2;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;B;A
210062065356;2024;11;F;1;2;1;1;8;;0;2708006;Santana do Ipanema;27;AL;D;C;C;B;3;B;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;B;A
210062065357;2024;7;M;1;1;1;1;2;;0;4308508;Frederico Westphalen;43;RS;H;C;A;A;3;A;E;A;B;C;C;B;B;B;B;A;A;B;A;B;A;D;A
210062065358;2024;12;M;3;3;1;1;10;;0;1501303;Barcarena;15;PA;D;D;C;B;5;B;D;A;B;C;A;A;B;A;A;A;A;B;A;B;A;C;A
210062065359;2024;4;F;1;5;1;2;0;1;0;1303908;São Paulo de Olivença;13;AM;B;E;F;F;7;A;A;A;A;A;A;A;A;B;A;A;A;A;A;A;A;A;A
210062065360;2024;4;M;0;2;1;1;1;;0;2910800;Feira de Santana;29;BA;B;E;D;B;4;A;B;A;B;C;A;A;B;A;A;A;A;B;A;A;A;B;A
210062065361;2024;2;M;1;3;1;3;0;;1;5107925;Sorriso;51;MT;B;G;F;E;4;A;N;A;C;D;C;A;B;A;B;B;B;C;B;B;C;D;D
210062065362;2024;3;M;1;3;1;2;0;1;0;3511508;Cerquilho;35;SP;E;E;C;B;5;B;F;A;B;C;B;C;B;A;B;A;A;B;B;B;B;E;A
210062065363;2024;16;M;0;1;1;1;0;;0;4314407;Pelotas;43;RS;B;B;A;A;6;B;E;A;B;D;B;A;B;B;B;B;A;C;A;B;A;C;A
210062065364;2024;2;M;1;3;1;2;0;1;0;3516309;Francisco Morato;35;SP;E;G;B;D;4;A;E;A;C;C;B;A;B;A;B;B;A;B;A;B;B;D;A
210062065365;2024;17;F;3;1;1;4;0;;0;4304630;Capão da Canoa;43;RS;A;A;A;F;3;B;D;A;C;D;C;C;B;A;B;B;B;B;B;B;A;D;A
210062065366;2024;1;M;1;3;1;3;0;;1;1100023;Ariquemes;11;RO;E;E;B;A;7;A;B;A;C;C;A;B;B;A;B;B;A;B;A;B;A;E;A
210062065367;2024;12;F;1;1;1;1;14;;0;1504208;Marabá;15;PA;C;C;A;A;1;B;C;A;B;B;A;B;B;A;A;B;A;B;A;B;B;B;A
210062065368;2024;10;F;0;2;1;1;6;;0;2507507;João Pessoa;25;PB;C;C;D;D;3;A;C;A;B;C;A;A;B;A;A;A;A;C;B;B;A;D;A
210062065369;2024;3;F;1;3;1;2;0;1;0;1300201;Atalaia do Norte;13;AM;H;F;A;D;8;A;C;A;B;D;A;A;B;B;B;A;A;B;B;B;A;E;A
210062065370;2024;2;M;1;1;1;2;0;1;0;4205407;Florianópolis;42;SC;H;C;B;F;4;A;C;A;B;C;A;B;B;A;A;A;B;B;A;B;B;E;A
210062065371;2024;5;M;1;1;1;1;3;;0;3550308;São Paulo;35;SP;E;E;C;C;4;B;D;A;D;C;C;A;B;A;B;B;B;D;B;B;B;D;A
210062065372;2024;5;M;1;4;1;1;2;;0;4317202;Santa Rosa;43;RS;H;F;B;B;2;B;C;A;B;B;B;A;B;A;B;B;A;B;A;B;B;C;A
210062065373;2024;7;F;1;1;1;1;5;;0;3550308;São Paulo;35;SP;E;E;D;B;2;A;C;A;B;C;A;A;B;A;B;B;B;B;A;A;A;C;A
210062065374;2024;5;M;1;2;1;1;1;;0;5208707;Goiânia;52;GO;C;E;C;B;2;B;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;C;A
210062065375;2024;7;F;1;2;1;1;4;;0;2910800;Feira de Santana;29;BA;C;E;B;B;4;A;B;A;B;C;A;A;B;A;A;A;A;B;A;B;A;D;A
210062065376;2024;4;F;1;1;1;1;2;;0;1200401;Rio Branco;12;AC;E;F;C;D;4;A;D;A;C;D;B;A;B;A;B;B;B;C;A;B;B;D;A
210062065377;2024;5;M;1;2;1;1;3;;0;3303500;Nova Iguaçu;33;RJ;E;E;C;B;2;B;B;A;B;B;A;A;B;B;B;A;A;C;A;B;A;C;D
210062065378;2024;14;M;1;3;1;1;18;;0;2606804;Igarassu;26;PE;E;E;F;B;3;A;D;A;B;C;A;B;B;A;B;B;A;C;A;B;B;C;A
210062065379;2024;11;F;0;3;1;4;0;;0;3129806;Ibirité;31;MG;E;C;C;C;6;B;C;A;B;C;B;A;B;A;B;B;A;C;B;B;A;C;A
210062065380;2024;16;F;1;2;1;2;0;;0;2905701;Camaçari;29;BA;H;D;F;A;4;A;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065381;2024;2;F;1;1;1;2;0;;0;2929909;Seabra;29;BA;B;G;A;A;3;A;A;A;B;C;A;B;B;A;A;A;A;B;A;B;A;B;A
210062065382;2024;2;M;1;1;1;2;0;1;0;3525904;Jundiaí;35;SP;H;H;F;F;6;A;C;A;B;B;A;A;C;B;B;A;A;B;A;B;B;D;A
210062065383;2024;4;F;1;1;1;1;1;;0;2928703;Santo Antônio de Jesus;29;BA;D;E;D;B;3;A;D;A;B;C;B;C;B;B;A;A;A;B;B;B;B;D;D
210062065384;2024;8;M;1;3;1;1;5;;0;1302603;Manaus;13;AM;C;E;B;B;7;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;B;D;A
210062065385;2024;13;F;3;3;1;1;18;;0;4108304;Foz do Iguaçu;41;PR;B;F;B;D;3;A;C;A;B;C;A;A;B;A;A;B;A;A;A;B;C;D;A
210062065386;2024;6;M;1;2;2;1;4;;0;5002704;Campo Grande;50;MS;D;E;C;C;4;B;C;A;B;C;B;A;B;A;A;B;A;B;A;B;B;C;A
210062065387;2024;3;M;1;3;1;1;1;;0;3550308;São Paulo;35;SP;C;F;C;D;3;A;B;A;B;B;A;A;B;A;A;B;A;B;A;B;A;B;A
210062065388;2024;5;M;1;3;1;1;2;;0;2803500;Lagarto;28;SE;B;C;A;F;4;B;C;A;C;D;B;A;B;A;B;A;A;B;A;B;B;E;A
210062065389;2024;13;F;3;2;1;1;18;;0;3170107;Uberaba;31;MG;B;B;A;A;3;A;A;A;B;C;A;B;B;A;B;A;A;B;B;B;A;B;A
210062065390;2024;4;F;1;1;1;1;1;;0;3505708;Barueri;35;SP;E;E;C;F;5;B;C;A;B;C;B;A;B;A;B;A;A;B;A;B;B;D;A
210062065391;2024;3;F;1;3;1;1;1;;0;3106200;Belo Horizonte;31;MG;H;E;F;B;5;A;C;A;B;D;B;A;C;A;B;B;B;B;A;B;A;E;A
210062065392;2024;3;M;1;1;1;2;0;1;0;4309209;Gravataí;43;RS;E;E;F;F;3;A;D;A;C;C;D;A;B;B;B;B;B;D;A;B;B;B;A
210062065393;2024;2;F;1;3;1;3;0;;1;3112307;Capelinha;31;MG;C;H;B;B;6;B;B;A;B;C;A;A;B;A;A;A;A;B;A;A;A;C;A
210062065394;2024;3;M;2;3;1;2;0;1;0;4110706;Irati;41;PR;C;B;B;A;3;B;D;A;B;D;B;A;B;A;B;B;A;B;A;B;A;D;A
210062065395;2024;3;M;1;1;1;2;0;1;0;4321303;Taquari;43;RS;H;E;C;B;2;B;D;A;B;C;C;C;B;B;B;B;B;B;A;B;B;C;A
210062065396;2024;5;F;1;1;1;1;3;;0;3545209;Salto;35;SP;E;E;C;F;3;A;G;A;C;C;B;A;B;A;B;B;B;B;B;B;B;D;B
210062065397;2024;10;F;1;3;1;1;8;;0;4313706;Palmeira das Missões;43;RS;H;B;F;B;2;B;C;A;B;C;A;B;B;B;A;A;A;B;A;B;B;B;A
210062065398;2024;1;F;0;1;2;3;0;;1;4117909;Palotina;41;PR;E;E;C;B;3;A;C;A;B;A;B;B;B;A;A;A;A;A;A;B;A;C;A
210062065399;2024;3;M;1;2;1;2;0;1;0;3306206;Vassouras;33;RJ;E;E;B;B;4;A;C;A;C;D;B;A;B;A;B;A;A;D;A;B;B;E;A
210062065400;2024;10;F;1;1;1;1;8;;0;4106902;Curitiba;41;PR;F;F;D;D;1;B;B;A;C;B;A;A;B;A;B;B;B;B;A;B;B;B;D
210062065401;2024;1;F;1;1;1;3;0;;1;3118601;Contagem;31;MG;G;G;E;E;4;A;O;A;D;D;B;A;B;A;B;A;B;C;B;B;B;E;A
210062065402;2024;12;M;1;1;1;1;15;;0;5002100;Bela Vista;50;MS;B;C;A;B;1;B;D;A;B;B;B;B;B;A;A;A;B;B;A;A;B;B;A
210062065403;2024;2;F;1;2;1;3;0;;1;2928604;Santo Amaro;29;BA;A;D;A;B;4;A;C;A;B;C;A;A;B;A;A;A;A;B;B;B;A;B;A
